Gamma, Selfish Profit 1, Rational Profit 2,  Individual Miner Hash Rate, Honest Profit
0.25, 0, 0.00510599, 0.247531, 0.015, 0.747363
0.25, 0, 0.00786346, 0.241828, 0.015, 0.750308
0.25, 0, 0.00677483, 0.254129, 0.015, 0.739096
0.25, 0, 0.00787755, 0.243981, 0.015, 0.748141
0.25, 0, 0.00595258, 0.247834, 0.015, 0.746214
0.25, 0, 0.00693449, 0.250004, 0.015, 0.743062
0.25, 0, 0.00765973, 0.255093, 0.015, 0.737247
0.25, 0, 0.00991766, 0.258831, 0.015, 0.731252
0.25, 0, 0.00860548, 0.258902, 0.015, 0.732492
0.25, 0, 0.00639893, 0.255789, 0.015, 0.737812
0.25, 0, 0.00672173, 0.250522, 0.015, 0.742756
0.25, 0, 0.00772905, 0.248987, 0.015, 0.743283
0.25, 0, 0.00700174, 0.238983, 0.015, 0.754015
0.25, 0, 0.00688331, 0.249045, 0.015, 0.744072
0.25, 0, 0.00871577, 0.24989, 0.015, 0.741395
0.25, 0, 0.00756615, 0.252374, 0.015, 0.74006
0.25, 0, 0.00906694, 0.256285, 0.015, 0.734648
0.25, 0, 0.00767256, 0.238062, 0.015, 0.754266
0.25, 0, 0.00829455, 0.244535, 0.015, 0.747171
0.25, 0, 0.0087485, 0.249419, 0.015, 0.741833
0.25, 0, 0.00706902, 0.252693, 0.015, 0.740238
0.25, 0, 0.005802, 0.253418, 0.015, 0.74078
0.25, 0, 0.00496672, 0.254999, 0.015, 0.740034
0.25, 0, 0.0074955, 0.256203, 0.015, 0.736301
0.25, 0, 0.00743388, 0.239583, 0.015, 0.752983
0.25, 0, 0.00840615, 0.242584, 0.015, 0.74901
0.25, 0, 0.00526587, 0.261658, 0.015, 0.733076
0.25, 0, 0.00584593, 0.249831, 0.015, 0.744323
0.25, 0, 0.00597535, 0.256798, 0.015, 0.737227
0.25, 0, 0.00539561, 0.243898, 0.015, 0.750707
0.25, 0, 0.00855775, 0.253317, 0.015, 0.738125
0.25, 0, 0.00674781, 0.25921, 0.015, 0.734042
0.25, 0, 0.00717084, 0.25831, 0.015, 0.734519
0.25, 0, 0.00646939, 0.247719, 0.015, 0.745812
0.25, 0, 0.0073227, 0.247012, 0.015, 0.745665
0.25, 0, 0.00670304, 0.259708, 0.015, 0.733589
0.25, 0, 0.00953236, 0.245485, 0.015, 0.744983
0.25, 0, 0.00755656, 0.254856, 0.015, 0.737587
0.25, 0, 0.00753225, 0.257238, 0.015, 0.73523
0.25, 0, 0.00878531, 0.263914, 0.02, 0.7273
0.25, 0, 0.009477, 0.261791, 0.02, 0.728732
0.25, 0, 0.00831746, 0.251136, 0.02, 0.740546
0.25, 0, 0.00841771, 0.240058, 0.02, 0.751524
0.25, 0, 0.0138047, 0.234579, 0.02, 0.751616
0.25, 0, 0.00906793, 0.246353, 0.02, 0.744579
0.25, 0, 0.012413, 0.241296, 0.02, 0.746291
0.25, 0, 0.0143659, 0.238775, 0.02, 0.746859
0.25, 0, 0.00789675, 0.243722, 0.02, 0.748382
0.25, 0, 0.00624282, 0.25126, 0.02, 0.742497
0.25, 0, 0.00953807, 0.249087, 0.02, 0.741375
0.25, 0, 0.00991263, 0.242434, 0.02, 0.747653
0.25, 0, 0.00783758, 0.254897, 0.02, 0.737265
0.25, 0, 0.00974671, 0.255211, 0.02, 0.735042
0.25, 0, 0.00868452, 0.248382, 0.02, 0.742933
0.25, 0, 0.0108459, 0.259045, 0.02, 0.730109
0.25, 0, 0.00942952, 0.239799, 0.02, 0.750772
0.25, 0, 0.00920214, 0.242224, 0.02, 0.748574
0.25, 0, 0.0110273, 0.24372, 0.02, 0.745253
0.25, 0, 0.00871224, 0.249115, 0.02, 0.742173
0.25, 0, 0.0106668, 0.248722, 0.02, 0.740611
0.25, 0, 0.00827464, 0.249154, 0.02, 0.742571
0.25, 0, 0.010253, 0.245705, 0.02, 0.744042
0.25, 0, 0.00987125, 0.24985, 0.02, 0.740279
0.25, 0, 0.00882, 0.252249, 0.02, 0.738931
0.25, 0, 0.0100415, 0.255945, 0.02, 0.734014
0.25, 0, 0.00969317, 0.260427, 0.02, 0.72988
0.25, 0, 0.0105957, 0.255851, 0.02, 0.733553
0.25, 0, 0.0115197, 0.253476, 0.02, 0.735004
0.25, 0, 0.00918616, 0.261937, 0.02, 0.728877
0.25, 0, 0.0055242, 0.248424, 0.02, 0.746052
0.25, 0, 0.00761198, 0.246198, 0.02, 0.74619
0.25, 0, 0.0101442, 0.249896, 0.02, 0.73996
0.25, 0, 0.0119083, 0.248061, 0.02, 0.74003
0.25, 0, 0.00948459, 0.253408, 0.02, 0.737107
0.25, 0, 0.00823561, 0.241514, 0.02, 0.75025
0.25, 0, 0.0104063, 0.248794, 0.02, 0.7408
0.25, 0, 0.00978679, 0.256949, 0.02, 0.733265
0.25, 0, 0.00911766, 0.254086, 0.02, 0.736796
0.25, 0, 0.0103318, 0.242255, 0.02, 0.747414
0.25, 0, 0.00981413, 0.254248, 0.02, 0.735938
0.25, 0, 0.00983838, 0.248592, 0.02, 0.74157
0.25, 0, 0.011398, 0.240674, 0.02, 0.747928
0.25, 0, 0.0111516, 0.248934, 0.02, 0.739914
0.25, 0, 0.0103141, 0.253833, 0.02, 0.735853
0.25, 0, 0.0107649, 0.250246, 0.02, 0.738989
