Gamma, Stubborn Fork Profit, Stubborn Lead Trail Fork Hash Rate, Honest Profit
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0.000128497, 0.03, 0.999872
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0.000103993, 0.03, 0.999896
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 9.82498e-05, 0.04, 0.999902
0, 3.63333e-05, 0.04, 0.999964
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 2.98329e-05, 0.04, 0.99997
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 8.52478e-05, 0.04, 0.999915
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 5.38322e-05, 0.04, 0.999946
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 3.52499e-05, 0.04, 0.999965
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 7.47465e-05, 0.05, 0.999925
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0.000124076, 0.05, 0.999876
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0.000284271, 0.05, 0.999716
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0.000123162, 0.05, 0.999877
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0.000123324, 0.05, 0.999877
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 5.97494e-05, 0.06, 0.99994
0, 0, 0.06, 1
0, 6.11659e-05, 0.06, 0.999939
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0.000389125, 0.06, 0.999611
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 6.49999e-05, 0.06, 0.999935
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0.000209676, 0.06, 0.99979
0, 5.47528e-05, 0.06, 0.999945
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0.00017031, 0.06, 0.99983
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0.000144152, 0.06, 0.999856
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 2.19165e-05, 0.07, 0.999978
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 7.78306e-05, 0.07, 0.999922
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0.000130152, 0.07, 0.99987
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 8.43276e-05, 0.07, 0.999916
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0.000403686, 0.07, 0.999596
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 3.31666e-05, 0.07, 0.999967
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.08, 1
0, 1.46665e-05, 0.08, 0.999985
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 2.41666e-06, 0.08, 0.999998
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0.000208394, 0.08, 0.999792
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 2.69162e-05, 0.09, 0.999973
0, 0.000213723, 0.09, 0.999786
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 1.35e-05, 0.09, 0.999987
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 5.70822e-05, 0.09, 0.999943
0, 3.84154e-05, 0.09, 0.999962
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0.000443848, 0.09, 0.999556
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 4.5748e-05, 0.09, 0.999954
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0.00025823, 0.09, 0.999742
0, 0, 0.09, 1
0, 0.000281261, 0.09, 0.999719
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0.000251419, 0.09, 0.999749
0, 6.69979e-05, 0.09, 0.999933
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 6.83322e-05, 0.09, 0.999932
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0.00019148, 0.09, 0.999809
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0.000311775, 0.1, 0.999688
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0.00014599, 0.1, 0.999854
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0.000134664, 0.1, 0.999865
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0.000163728, 0.1, 0.999836
0, 0, 0.1, 1
0, 0.000111739, 0.1, 0.999888
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0.000104831, 0.1, 0.999895
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0.000585633, 0.1, 0.999414
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 5.37484e-05, 0.1, 0.999946
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0.00016007, 0.1, 0.99984
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0.00033127, 0.11, 0.999669
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 7.16659e-05, 0.11, 0.999928
